Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6
1533675600.0 10.0 NA 103 241 0 NA NA NA 180 303 0 NA NA NA 4737 7456 1327 NA NA NA 5120 8509 1517 NA NA
1533675600.0 10001.0 NA 111 302 0 71 NA NA 181 356 0 109 NA NA 906 3754 3129 542 NA NA 1213 4590 3504 751 NA
1533675600.0 10002.0 NA 114 302 0 71 NA NA 181 356 0 109 NA NA 901 3798 3123 535 NA NA 1181 4672 3483 699 NA
1533675600.0 10003.0 NA 104 299 0 78 NA NA 184 356 0 109 NA NA 940 3810 3108 472 NA NA 1284 4573 3394 537 NA
1533675600.0 10004.0 NA 100 300 0 81 NA NA 181 355 0 109 NA NA 896 3701 3071 459 NA NA 1217 4445 3425 535 NA
1533675600.0 10005.0 NA 102 299 0 78 NA NA 181 356 0 109 NA NA 940 3793 3103 465 NA NA 1253 4582 3391 527 NA
1533675600.0 10006.0 NA 114 295 0 75 NA NA 184 354 0 109 NA NA 922 3782 3343 478 NA NA 1230 4751 3645 561 NA
1533675600.0 10007.0 NA 101 300 0 73 NA NA 184 356 0 109 NA NA 985 3896 3149 525 NA NA 1430 4896 3503 666 NA
1533675600.0 10008.0 NA 104 298 0 71 NA NA 184 357 0 109 NA NA 983 3876 3106 539 NA NA 1289 4576 3483 710 NA
1533675600.0 10009.0 NA 106 303 0 71 NA NA 184 357 0 109 NA NA 989 3964 3125 539 NA NA 1317 4792 3403 721 NA
1533675600.0 10023.0 NA 103 298 0 78 NA NA 182 357 0 109 NA NA 957 3839 3075 486 NA NA 1344 4742 3278 548 NA
1533675600.0 10024.0 NA 108 306 0 71 NA NA 188 363 0 110 NA NA 1262 4478 3163 567 NA NA 1650 5225 3457 732 NA
1533675600.0 10024.1 NA 107 173 0 NA NA NA 188 210 0 NA NA NA 1175 1865 812 NA NA NA 1511 2426 891 NA NA
1533675600.0 10024.2 NA 123 298 0 NA NA NA 188 361 0 NA NA NA 1180 4533 3184 NA NA NA 1422 5632 3426 NA NA
1533675600.0 10024.3 NA 106 164 0 NA NA NA 188 201 0 NA NA NA 1157 1806 739 NA NA NA 1509 2386 826 NA NA
1533675600.0 10024.4 NA 111 302 0 NA NA NA 188 359 0 NA NA NA 1232 4468 3161 NA NA NA 1556 5353 3357 NA NA
1533675600.0 10024.5 NA 106 88 0 NA NA NA 188 123 0 NA NA NA 1361 1016 253 NA NA NA 2143 1395 286 NA NA
1533675600.0 10025.0 NA 107 303 0 71 NA NA 185 359 0 109 NA NA 1073 3980 3209 566 NA NA 1411 4702 3516 769 NA
1533675600.0 10026.0 NA 112 303 0 71 NA NA 195 374 0 110 NA NA 1255 5189 3170 589 NA NA 1516 6021 3542 789 NA
1533675600.0 10042.0 NA 103 301 0 72 NA NA 185 359 0 110 NA NA 1071 4060 3170 524 NA NA 1408 4819 3456 628 NA
1533675600.0 10059.0 NA 112 304 0 71 NA NA 193 372 0 110 NA NA 1339 5802 3195 604 NA NA 1647 6671 3584 792 NA
1533675600.0 10071.0 NA 106 301 0 71 NA NA 187 362 0 110 NA NA 1144 4306 3158 581 NA NA 1347 5114 3462 777 NA
1533675600.0 101.0 88 NA NA NA NA NA 146 NA NA NA NA NA 2021 NA NA NA NA NA 2351 NA NA NA NA NA
1533675600.0 102.0 86 NA NA NA NA NA 146 NA NA NA NA NA 1739 NA NA NA NA NA 1987 NA NA NA NA NA
1533675600.0 10224.0 NA 172 378 0 NA NA NA 256 480 0 NA NA NA 6400 9426 3351 NA NA NA 7689 10780 3611 NA NA
1533675600.0 10225.0 NA 170 370 0 NA NA NA 253 471 0 NA NA NA 6292 9156 3359 NA NA NA 7285 10241 3601 NA NA
1533675600.0 103.0 48 0 0 NA NA NA 93 0 0 NA NA NA 1058 279 2834 NA NA NA 1298 362 3402 NA NA NA
1533675600.0 10424.0 NA 104 301 0 NA NA NA 187 362 0 NA NA NA 1143 4319 3233 NA NA NA 1716 5158 3586 NA NA
1533675600.0 106.0 49 0 0 NA NA NA 93 0 0 NA NA NA 1052 278 2868 NA NA NA 1365 372 3479 NA NA NA
1533675600.0 107.0 64 78 230 NA NA NA 120 117 288 NA NA NA 6793 831 3566 NA NA NA 7368 1079 4126 NA NA NA
1533675600.0 108.0 66 76 231 NA NA NA 121 117 289 NA NA NA 8010 876 3812 NA NA NA 8396 1161 4449 NA NA NA
1533675600.0 10801.0 NA 184 326 0 80 107 NA 276 384 0 116 148 NA 3043 4422 5434 1155 1733 NA 3560 5094 5761 1559 1869
1533675600.0 10802.0 NA 187 328 0 80 106 NA 277 384 0 116 148 NA 2965 4498 5521 990 1703 NA 3768 5148 5925 1219 1833
1533675600.0 10803.0 NA 186 325 0 81 108 NA 278 385 0 116 148 NA 3193 4632 5463 1027 1734 NA 3702 5349 5887 1278 1863
1533675600.0 10804.0 NA 183 326 0 80 106 NA 276 383 0 116 149 NA 3056 4443 5423 973 1693 NA 3571 5050 5868 1203 1824
1533675600.0 10805.0 NA 185 325 0 80 105 NA 276 384 0 116 148 NA 3113 4444 5602 1143 1825 NA 3482 5095 5939 1712 2370
1533675600.0 10806.0 NA 185 326 0 82 107 NA 276 384 0 116 147 NA 3075 4479 5465 970 1721 NA 3390 5073 5845 1233 1853
1533675600.0 10807.0 NA 184 328 0 91 104 NA 277 385 0 128 148 NA 3188 4587 5473 1028 1702 NA 3741 5196 5833 1297 1830
1533675600.0 10808.0 NA 184 328 0 90 108 NA 277 385 0 128 148 NA 3225 4665 5477 928 1777 NA 3756 5609 5793 1455 2305
1533675600.0 10809.0 NA 185 328 0 91 108 NA 277 385 0 127 148 NA 3216 4788 5632 916 1602 NA 3721 5687 6004 1314 1710
1533675600.0 10823.0 NA 186 328 0 81 105 NA 276 384 0 116 146 NA 2866 4307 5763 1113 1677 NA 3420 4964 6182 1482 1807
1533675600.0 10824.0 NA 191 329 0 91 110 NA 283 391 0 127 149 NA 3444 5116 5750 1249 1565 NA 3776 5922 6092 1735 1745
1533675600.0 10824.1 NA 189 179 0 NA NA NA 283 218 0 NA NA NA 3593 2020 803 NA NA NA 4207 2576 923 NA NA
1533675600.0 10824.5 NA 192 97 0 NA NA NA 283 134 0 NA NA NA 3312 1498 263 NA NA NA 3912 1796 296 NA NA
1533675600.0 10824.6 NA 190 332 0 92 107 NA 283 391 0 127 149 NA 3516 5242 5794 1232 1755 NA 3873 6260 6265 1823 1887
1533675600.0 10825.0 NA 187 339 0 80 107 NA 281 389 0 117 148 NA 3172 4609 5621 1208 1832 NA 3541 5722 6132 1800 2371
1533675600.0 10826.0 NA 198 345 0 81 105 NA 289 399 0 117 149 NA 3595 5576 5587 1001 1744 NA 3897 6872 5924 1257 1873
1533675600.0 10842.0 NA 189 332 0 91 107 NA 282 390 0 128 149 NA 3422 4995 5698 1212 1783 NA 3753 5961 6151 1812 2299
1533675600.0 10859.0 NA 198 336 0 89 106 NA 291 401 0 127 149 NA 3754 6638 5630 1078 1743 NA 4112 8159 5979 1323 1868
1533675600.0 10871.0 NA 193 333 0 81 108 NA 290 397 0 117 149 NA 3452 5099 5479 1006 1646 NA 3850 5851 5870 1223 1777
1533675600.0 109.0 68 77 231 NA NA NA 121 118 289 NA NA NA 7941 881 3773 NA NA NA 8365 1167 4381 NA NA NA
1533675600.0 110.0 56 74 229 NA NA NA 107 113 284 NA NA NA 1341 709 3229 NA NA NA 1587 1019 3789 NA NA NA
1533675600.0 11024.0 NA 284 437 0 107 NA NA 379 540 0 149 NA NA 14705 14673 5806 1651 NA NA 22107 19899 6206 1819 NA
1533675600.0 11024.6 NA 278 430 0 109 NA NA 375 535 0 149 NA NA 14362 13133 5676 1604 NA NA 21109 15328 6070 1786 NA
1533675600.0 11025.0 NA 279 434 0 108 NA NA 379 537 0 149 NA NA 13869 12904 5698 1609 NA NA 19906 16146 6146 1809 NA
1533675600.0 111.0 65 77 229 NA NA NA 118 116 286 NA NA NA 2801 624 3304 NA NA NA 3132 936 3928 NA NA NA
1533675600.0 112.0 65 76 232 NA NA NA 119 117 286 NA NA NA 4758 813 3389 NA NA NA 5307 1057 3971 NA NA NA
1533675600.0 11224.0 NA 209 329 0 NA NA NA 284 396 0 NA NA NA 3888 5090 5747 NA NA NA 5552 6160 6031 NA NA
1533675600.0 11224.6 NA 209 333 0 NA NA NA 284 396 0 NA NA NA 3598 5221 5684 NA NA NA 5278 6550 6008 NA NA
1533675600.0 113.0 66 77 231 NA NA NA 118 115 286 NA NA NA 4842 778 3364 NA NA NA 5459 997 3942 NA NA NA
1533675600.0 114.0 65 77 231 NA NA NA 119 116 287 NA NA NA 5605 827 3457 NA NA NA 6117 1043 3962 NA NA NA
1533675600.0 115.0 65 76 233 NA NA NA 119 117 287 NA NA NA 5485 830 3454 NA NA NA 6060 1122 3996 NA NA NA
1533675600.0 116.0 66 78 232 NA NA NA 120 117 288 NA NA NA 6477 858 3579 NA NA NA 7235 1090 4142 NA NA NA
1533675600.0 117.0 66 76 231 NA NA NA 120 117 288 NA NA NA 7524 898 3651 NA NA NA 8495 1186 4184 NA NA NA
1533675600.0 118.0 65 80 229 NA NA NA 120 117 289 NA NA NA 7425 878 3828 NA NA NA 7996 1059 4533 NA NA NA
1533675600.0 119.0 66 78 230 NA NA NA 118 116 286 NA NA NA 4006 779 3366 NA NA NA 4491 999 3895 NA NA NA
1533675600.0 12.0 NA 101 240 0 NA NA NA 179 305 0 NA NA NA 4248 7164 1437 NA NA NA 4515 7918 1620 NA NA
1533675600.0 120.0 56 76 227 NA NA NA 107 113 285 NA NA NA 1159 697 3196 NA NA NA 1348 1038 3793 NA NA NA
1533675600.0 12024.0 68 106 306 0 NA NA 104 150 365 0 NA NA 8498 1589 4742 3411 NA NA 10923 2282 5395 4003 NA NA
1533675600.0 121.0 66 80 232 NA NA NA 120 117 288 NA NA NA 7420 892 3796 NA NA NA 8067 1092 4456 NA NA NA
1533675600.0 122.0 64 75 227 NA NA NA 116 114 282 NA NA NA 1200 472 3225 NA NA NA 1504 758 4284 NA NA NA
1533675600.0 123.1 191 NA NA NA NA NA 256 NA NA NA NA NA 2154 NA NA NA NA NA 2687 NA NA NA NA NA
1533675600.0 123.2 197 NA NA NA NA NA 257 NA NA NA NA NA 2264 NA NA NA NA NA 2831 NA NA NA NA NA
1533675600.0 123.3 180 NA NA NA NA NA 232 NA NA NA NA NA 1786 NA NA NA NA NA 2151 NA NA NA NA NA
1533675600.0 124.1 190 NA NA NA NA NA 246 NA NA NA NA NA 1799 NA NA NA NA NA 2172 NA NA NA NA NA
1533675600.0 124.2 189 NA NA NA NA NA 255 NA NA NA NA NA 2049 NA NA NA NA NA 2557 NA NA NA NA NA
1533675600.0 124.4 187 NA NA NA NA NA 246 NA NA NA NA NA 1816 NA NA NA NA NA 2309 NA NA NA NA NA
1533675600.0 124.5 186 NA NA NA NA NA 246 NA NA NA NA NA 1928 NA NA NA NA NA 2291 NA NA NA NA NA
1533675600.0 124.6 178 NA NA NA NA NA 232 NA NA NA NA NA 1778 NA NA NA NA NA 2171 NA NA NA NA NA
1533675600.0 125.0 64 78 229 NA NA NA 119 118 287 NA NA NA 4925 777 3479 NA NA NA 5406 1085 4421 NA NA NA
1533675600.0 126.0 56 74 231 NA NA NA 107 113 284 NA NA NA 2063 685 3341 NA NA NA 2466 988 4475 NA NA NA
1533675600.0 127.0 55 74 230 NA NA NA 101 113 284 NA NA NA 2299 691 3383 NA NA NA 2774 975 4559 NA NA NA
1533675600.0 128.0 57 77 228 NA NA NA 99 115 282 NA NA NA 1083 692 3299 NA NA NA 1423 1011 4322 NA NA NA
1533675600.0 129.0 56 75 230 NA NA NA 100 113 282 NA NA NA 1095 695 3222 NA NA NA 1448 1046 4347 NA NA NA
1533675600.0 130.0 59 72 228 NA NA NA 107 113 283 NA NA NA 1267 694 3302 NA NA NA 1592 1007 4319 NA NA NA
1533675600.0 131.0 55 77 234 NA NA NA 108 115 284 NA NA NA 2306 706 3268 NA NA NA 2714 1031 4442 NA NA NA
1533675600.0 132.0 66 77 235 NA NA NA 116 117 288 NA NA NA 5599 800 3631 NA NA NA 6026 1090 4787 NA NA NA
1533675600.0 133.0 67 77 233 NA NA NA 122 118 290 NA NA NA 8351 862 3820 NA NA NA 9269 1240 4654 NA NA NA
1533675600.0 134.0 NA 244 45 0 NA NA NA 332 75 0 NA NA NA 7571 297 144 NA NA NA 8717 392 195 NA NA
1533675600.0 134.701 NA 43 264 0 NA NA NA 107 319 0 NA NA NA 557 11891 1877 NA NA NA 747 12894 2009 NA NA
1533675600.0 134.702 NA 45 259 0 NA NA NA 108 313 0 NA NA NA 561 14911 1828 NA NA NA 651 17061 1976 NA NA
1533675600.0 134.703 NA 47 271 0 NA NA NA 112 324 0 NA NA NA 560 14891 1952 NA NA NA 695 16872 2080 NA NA
1533675600.0 134.704 NA 34 262 0 NA NA NA 108 315 0 NA NA NA 577 14457 1802 NA NA NA 707 15884 1926 NA NA
1533675600.0 134.705 NA 37 268 0 NA NA NA 111 322 0 NA NA NA 557 15345 1988 NA NA NA 789 17395 2147 NA NA
1533675600.0 134.706 NA 36 268 0 NA NA NA 111 321 0 NA NA NA 566 15852 2061 NA NA NA 959 18204 2212 NA NA
1533675600.0 134.707 NA 38 260 0 NA NA NA 112 314 0 NA NA NA 571 14404 1840 NA NA NA 672 15929 2071 NA NA
1533675600.0 134.708 NA 48 273 0 NA NA NA 108 314 0 NA NA NA 571 13931 1799 NA NA NA 728 15582 1914 NA NA
1533675600.0 134.709 NA 38 436 0 NA NA NA 111 490 0 NA NA NA 554 14808 1820 NA NA NA 790 17094 1962 NA NA
1533675600.0 134.71 NA 47 254 0 NA NA NA 106 311 0 NA NA NA 543 10775 1799 NA NA NA 673 11712 1932 NA NA
1533675600.0 134.801 NA 35 259 0 NA NA NA 112 315 0 NA NA NA 562 11067 1849 NA NA NA 669 12157 2167 NA NA
1533675600.0 134.802 NA 33 263 0 NA NA NA 109 317 0 NA NA NA 622 18467 1762 NA NA NA 1005 20305 1891 NA NA
1533675600.0 134.803 NA 37 262 0 NA NA NA 112 316 0 NA NA NA 627 16612 1809 NA NA NA 917 18878 2010 NA NA
1533675600.0 134.804 NA 37 271 0 NA NA NA 112 326 0 NA NA NA 642 18287 1835 NA NA NA 932 20695 2044 NA NA
1533675600.0 134.805 NA 42 275 0 NA NA NA 112 324 0 NA NA NA 626 18097 1830 NA NA NA 850 19773 1970 NA NA
1533675600.0 134.806 NA 42 270 0 NA NA NA 110 324 0 NA NA NA 636 19628 1794 NA NA NA 850 21391 1926 NA NA
1533675600.0 134.807 NA 92 284 0 NA NA NA 193 343 0 NA NA NA 3018 18606 2379 NA NA NA 3484 20744 2517 NA NA
1533675600.0 134.808 NA 93 283 0 NA NA NA 192 344 0 NA NA NA 3085 19051 2098 NA NA NA 3369 21557 2266 NA NA
1533675600.0 134.809 NA 42 263 0 NA NA NA 110 315 0 NA NA NA 621 17141 1794 NA NA NA 847 18951 1921 NA NA
1533675600.0 134.81 NA 32 261 0 NA NA NA 109 316 0 NA NA NA 627 17159 1806 NA NA NA 1064 19528 1975 NA NA
1533675600.0 134.811 NA 33 270 0 NA NA NA 110 321 0 NA NA NA 630 18313 1791 NA NA NA 929 19967 1964 NA NA
1533675600.0 134.812 NA 46 256 0 NA NA NA 107 311 0 NA NA NA 569 10982 1760 NA NA NA 710 11964 1901 NA NA
1533675600.0 134.813 NA 136 60 0 NA NA NA 217 98 0 NA NA NA 2271 388 891 NA NA NA 3111 566 1022 NA NA
1533675600.0 134.901 NA 42 258 0 NA NA NA 109 312 0 NA NA NA 582 11292 1800 NA NA NA 721 12294 1990 NA NA
1533675600.0 134.902 NA 38 260 0 NA NA NA 111 314 0 NA NA NA 609 13884 1793 NA NA NA 705 15485 1925 NA NA
1533675600.0 134.903 NA 50 259 0 NA NA NA 112 312 0 NA NA NA 600 12901 1861 NA NA NA 748 14360 1999 NA NA
1533675600.0 134.904 NA 42 265 0 NA NA NA 113 317 0 NA NA NA 607 15110 1776 NA NA NA 790 17248 1916 NA NA
1533675600.0 134.905 NA 38 260 0 NA NA NA 113 313 0 NA NA NA 615 12774 1828 NA NA NA 684 14400 2036 NA NA
1533675600.0 134.906 NA 34 261 0 NA NA NA 111 315 0 NA NA NA 658 14803 1848 NA NA NA 836 17034 1993 NA NA
1533675600.0 134.907 NA 96 278 0 NA NA NA 191 337 0 NA NA NA 2402 13999 1939 NA NA NA 2680 15910 2076 NA NA
1533675600.0 134.908 NA 97 280 0 NA NA NA 194 340 0 NA NA NA 2446 14210 1981 NA NA NA 2722 15762 2137 NA NA
1533675600.0 134.909 NA 40 257 0 NA NA NA 111 312 0 NA NA NA 611 13676 1863 NA NA NA 701 15314 2024 NA NA
1533675600.0 134.91 NA 48 273 0 NA NA NA 111 311 0 NA NA NA 589 12417 1843 NA NA NA 678 14047 1986 NA NA
1533675600.0 134.911 NA 41 263 0 NA NA NA 111 312 0 NA NA NA 609 13420 1797 NA NA NA 679 15520 1983 NA NA
1533675600.0 134.912 NA 39 255 0 NA NA NA 111 309 0 NA NA NA 593 10687 1759 NA NA NA 713 11680 1898 NA NA
1533675600.0 134.99601 NA 35 265 0 NA NA NA 111 317 0 NA NA NA 675 19853 1802 NA NA NA 1016 22230 1932 NA NA
1533675600.0 134.99602 NA 42 258 0 NA NA NA 111 312 0 NA NA NA 627 12473 1783 NA NA NA 801 13481 1956 NA NA
