Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1533420000.0 1.0 93 92 141 NA NA 185 361 232 NA NA 4368 1017 566 NA NA 3517 979 939 NA NA
1533420000.0 1000.0 NA 482 156 0 46 NA 580 250 0 91 NA 3057 1171 629 176 NA 1842 877 687 213
1533420000.0 10024.1 NA 241 279 0 NA NA 468 373 0 NA NA 1174 643 276 NA NA 1203 567 294 NA
1533420000.0 10024.5 NA 231 268 0 NA NA 474 390 0 NA NA 877 475 203 NA NA 694 649 239 NA
1533420000.0 101.0 83 NA NA NA NA 150 NA NA NA NA 733 NA NA NA NA 803 NA NA NA NA
1533420000.0 1010.0 NA 25 70 0 NA NA 74 122 0 NA NA 15 138 34 NA NA 54 149 73 NA
1533420000.0 102.0 85 NA NA NA NA 151 NA NA NA NA 558 NA NA NA NA 660 NA NA NA NA
1533420000.0 1020.0 NA 36 NA NA NA NA 115 NA NA NA NA 59 NA NA NA NA 91 NA NA NA
1533420000.0 103.0 43 0 0 NA NA 90 0 0 NA NA 588 91 305 NA NA 488 95 479 NA NA
1533420000.0 1030.0 NA 157 41 0 NA NA 266 83 0 NA NA 2416 44 4 NA NA 1180 48 161 NA
1533420000.0 105.0 100 86 31 NA NA 185 361 67 NA NA 1522 429 3 NA NA 960 273 16 NA NA
1533420000.0 106.0 43 0 0 NA NA 90 0 0 NA NA 655 185 316 NA NA 688 157 653 NA NA
1533420000.0 107.0 100 94 462 NA NA 187 361 560 NA NA 3196 373 557 NA NA 1594 417 910 NA NA
1533420000.0 1102.0 NA 122 490 127 74 NA 377 584 216 163 NA 3238 3596 1886 311 NA 2320 1565 808 222
1533420000.0 113.0 102 95 458 NA NA 186 369 551 NA NA 3046 386 557 NA NA 1425 338 793 NA NA
1533420000.0 123.3 287 NA NA NA NA 503 NA NA NA NA 684 NA NA NA NA 492 NA NA NA NA
1533420000.0 124.6 280 NA NA NA NA 503 NA NA NA NA 614 NA NA NA NA 479 NA NA NA NA
1533420000.0 1301.0 90 98 182 NA NA 151 376 269 NA NA 1385 634 416 NA NA 1193 624 654 NA NA
1533420000.0 1302.0 90 106 199 NA NA 166 375 277 NA NA 6086 686 581 NA NA 2676 692 675 NA NA
1533420000.0 1303.0 91 103 192 NA NA 157 379 293 NA NA 9818 623 709 NA NA 4193 454 603 NA NA
1533420000.0 1307.0 NA 93 182 45 0 NA 382 262 88 0 NA 440 448 17 153 NA 350 476 65 241
1533420000.0 1308.0 NA 90 176 49 0 NA 380 272 86 0 NA 517 360 16 152 NA 424 468 53 302
1533420000.0 1325.1 NA 106 219 0 NA NA 384 291 0 NA NA 686 565 243 NA NA 646 677 257 NA
1533420000.0 1325.3 NA 111 213 0 NA NA 382 281 0 NA NA 645 496 199 NA NA 466 503 214 NA
1533420000.0 1325.5 NA 135 0 NA NA NA 203 0 NA NA NA 848 24 NA NA NA 580 34 NA NA
1533420000.0 134.813 NA 182 69 0 NA NA 274 111 0 NA NA 990 129 133 NA NA 802 138 163 NA
1533420000.0 135.1 351 0 97 NA NA 507 0 154 NA NA 1089 193 208 NA NA 910 299 310 NA NA
1533420000.0 135.12 372 0 96 NA NA 511 0 151 NA NA 870 165 182 NA NA 754 190 385 NA NA
1533420000.0 135.13 376 0 NA NA NA 552 0 NA NA NA 974 223 NA NA NA 595 240 NA NA NA
1533420000.0 135.2 288 0 95 NA NA 514 0 151 NA NA 806 132 163 NA NA 596 146 253 NA NA
1533420000.0 135.3 287 0 95 NA NA 506 0 151 NA NA 692 172 191 NA NA 632 220 538 NA NA
1533420000.0 135.4 369 0 98 NA NA 507 0 153 NA NA 888 146 177 NA NA 766 158 288 NA NA
1533420000.0 135.5 367 0 97 NA NA 514 0 152 NA NA 785 171 191 NA NA 592 192 401 NA NA
1533420000.0 135.6 369 0 97 NA NA 515 0 154 NA NA 1013 156 205 NA NA 942 210 292 NA NA
1533420000.0 135.7 365 0 100 NA NA 507 0 154 NA NA 829 154 170 NA NA 712 217 271 NA NA
1533420000.0 135.8 145 NA NA NA NA 236 NA NA NA NA 390 NA NA NA NA 486 NA NA NA NA
1533420000.0 135.9 308 0 91 NA NA 507 0 148 NA NA 794 163 180 NA NA 1758 187 436 NA NA
1533420000.0 136.733 NA 196 73 0 NA NA 287 119 0 NA NA 1062 255 181 NA NA 1181 216 264 NA
1533420000.0 136.735 NA 68 455 0 NA NA 132 554 0 NA NA 757 1597 756 NA NA 651 1111 911 NA
1533420000.0 136.737 NA 70 589 0 NA NA 128 726 0 NA NA 616 15940 874 NA NA 644 5235 950 NA
1533420000.0 136.7611 NA 162 0 NA NA NA 230 0 NA NA NA 1362 26 NA NA NA 744 36 NA NA
1533420000.0 136.791 NA 198 534 0 NA NA 315 679 0 NA NA 1028 1920 903 NA NA 1138 1479 940 NA
1533420000.0 139901.0 NA 103 575 0 NA NA 387 696 0 NA NA 1445 1317 894 NA NA 1231 1430 906 NA
1533420000.0 139902.0 NA 106 579 0 NA NA 387 694 0 NA NA 1586 1205 707 NA NA 1390 920 716 NA
1533420000.0 140.0 75 95 332 0 NA 129 361 426 0 NA 3582 562 436 149 NA 3920 403 783 180 NA
1533420000.0 140.54 NA 423 0 NA NA NA 546 0 NA NA NA 882 299 NA NA NA 817 374 NA NA
1533420000.0 144.6 NA 465 NA NA NA NA 557 NA NA NA NA 1671 NA NA NA NA 1006 NA NA NA
1533420000.0 150.0 71 113 371 0 NA 123 385 494 0 NA 3012 298 571 379 NA 3220 442 641 414 NA
1533420000.0 150.1 NA 105 366 0 NA NA 386 484 0 NA NA 322 506 379 NA NA 361 630 406 NA
1533420000.0 150.2 NA 104 365 0 NA NA 389 484 0 NA NA 269 489 378 NA NA 271 544 389 NA
1533420000.0 150.3 NA 99 366 0 NA NA 385 495 0 NA NA 442 500 378 NA NA 441 714 397 NA
1533420000.0 2.0 95 91 146 NA NA 192 368 244 NA NA 9889 1371 757 NA NA 6195 930 744 NA NA
1533420000.0 205.0 NA 153 548 0 NA NA 388 661 0 NA NA 928 1203 367 NA NA 1475 1013 388 NA
1533420000.0 250199.0 214 NA NA NA NA 415 NA NA NA NA 7014 NA NA NA NA 4573 NA NA NA NA
1533420000.0 250199.17 227 NA NA NA NA 421 NA NA NA NA 7865 NA NA NA NA 7998 NA NA NA NA
1533420000.0 250200.1 91 258 221 NA NA 160 451 317 NA NA 6751 2900 1952 NA NA 2527 2280 863 NA NA
1533420000.0 250200.117 72 390 225 NA NA 129 552 353 NA NA 6499 3286 2665 NA NA 2357 1653 1205 NA NA
1533420000.0 250399.0 194 NA NA NA NA 430 NA NA NA NA 2231 NA NA NA NA 1468 NA NA NA NA
1533420000.0 250400.0 409 0 111 NA NA 532 0 161 NA NA 1389 263 343 NA NA 798 276 264 NA NA
1533420000.0 250402.0 408 0 106 NA NA 531 0 163 NA NA 2156 239 329 NA NA 1325 248 226 NA NA
1533420000.0 250403.0 372 0 101 NA NA 527 0 159 NA NA 2216 242 365 NA NA 1923 265 337 NA NA
1533420000.0 250405.0 403 0 101 NA NA 534 0 159 NA NA 1523 196 257 NA NA 933 201 214 NA NA
1533420000.0 250406.0 333 0 96 NA NA 526 0 153 NA NA 1399 234 243 NA NA 1577 270 287 NA NA
1533420000.0 250407.0 317 0 99 NA NA 534 0 161 NA NA 1631 223 334 NA NA 1639 361 384 NA NA
1533420000.0 250408.0 408 0 103 NA NA 536 0 161 NA NA 2116 257 356 NA NA 1745 308 289 NA NA
1533420000.0 250409.0 421 0 107 NA NA 530 0 163 NA NA 2414 201 401 NA NA 1282 205 246 NA NA
1533420000.0 25406.0 369 0 98 NA NA 547 0 151 NA NA 1303 122 120 NA NA 1581 204 232 NA NA
1533420000.0 25407.0 419 0 100 NA NA 553 0 160 NA NA 3321 122 168 NA NA 2244 146 227 NA NA
1533420000.0 25408.0 501 0 106 NA NA 651 0 162 NA NA 8823 231 516 NA NA 3312 238 366 NA NA
1533420000.0 25409.0 496 0 107 NA NA 619 0 160 NA NA 6460 224 354 NA NA 3183 228 254 NA NA
