Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1533718800.0 1.0 60 71 154 NA NA 114 136 233 NA NA 3893 759 1588 NA NA 4456 942 1722 NA NA
1533718800.0 1020.0 NA 36 NA NA NA NA 102 NA NA NA NA 321 NA NA NA NA 612 NA NA NA
1533718800.0 135.8 83 NA NA NA NA 143 NA NA NA NA 410 NA NA NA NA 720 NA NA NA NA
1533718800.0 2.0 64 71 155 NA NA 118 136 236 NA NA 10164 788 1789 NA NA 11675 909 1948 NA NA
1533718800.0 250199.0 157 NA NA NA NA 222 NA NA NA NA 4636 NA NA NA NA 5272 NA NA NA NA
1533718800.0 250199.17 161 NA NA NA NA 225 NA NA NA NA 4185 NA NA NA NA 4581 NA NA NA NA
1533718800.0 250200.1 60 135 171 NA NA 109 217 263 NA NA 5710 1802 3190 NA NA 6885 2111 3445 NA NA
1533718800.0 250407.0 187 0 103 NA NA 267 0 158 NA NA 2093 452 1156 NA NA 2579 552 1325 NA NA
1533718800.0 4.22 NA 128 68 68 0 NA 211 105 120 0 NA 1682 409 436 443 NA 2084 528 661 508
1533718800.0 5.1 191 0 NA NA NA 268 0 NA NA NA 1955 521 NA NA NA 2114 601 NA NA NA
1533718800.0 5.2 168 0 NA NA NA 240 0 NA NA NA 1635 470 NA NA NA 1981 674 NA NA NA
1533718800.0 5.3 168 0 NA NA NA 240 0 NA NA NA 1722 463 NA NA NA 2049 533 NA NA NA
1533718800.0 5.5 188 0 NA NA NA 266 0 NA NA NA 2075 481 NA NA NA 2526 565 NA NA NA
1533718800.0 5.6 185 0 NA NA NA 269 0 NA NA NA 2120 485 NA NA NA 2471 554 NA NA NA
1533718800.0 5.7 187 0 NA NA NA 267 0 NA NA NA 1949 458 NA NA NA 2184 504 NA NA NA
1533718800.0 500199.0 120 NA NA NA NA 174 NA NA NA NA 2764 NA NA NA NA 3147 NA NA NA NA
1533718800.0 541.0 41 0 NA NA NA 82 0 NA NA NA 248 168 NA NA NA 469 517 NA NA NA
1533718800.0 552.0 16 39 0 NA NA 135 74 0 NA NA 2527 241 159 NA NA 2938 436 361 NA NA
1533718800.0 554.0 16 36 0 NA NA 135 73 0 NA NA 3994 233 150 NA NA 4487 402 318 NA NA
1533718800.0 556.0 16 37 0 NA NA 135 73 0 NA NA 607 257 150 NA NA 969 499 442 NA NA
1533718800.0 560.0 38 0 NA NA NA 71 0 NA NA NA 251 167 NA NA NA 557 493 NA NA NA
1533718800.0 562.0 21 33 0 NA NA 135 74 0 NA NA 403 263 140 NA NA 734 527 373 NA NA
